codigo;marca
271638583;Police
296031513;SHOWOFF
290745839;Parx
213718518;Homesake
183363969;Raymond
102790568;Michael Kors
194849579;YAK
155480466;EthnoVogue
197111236;Vishudh
154044001;PARFAIT
208655969;Bvlgari
116481404;Parx
218002970;Vishudh
291602842;PARFAIT
213247865;PARFAIT
209828896;Michael Kors
193383600;YAK
240959779;SEJ
132615002;Bvlgari
101943106;DKNY
164825335;Bvlgari
232104512;Kenneth Cole
160997943;YAK
190137513;HIGHLANDER
123548794;Sweet Dreams
294353960;YAK
281115204;Police
188593407;Parx
195327810;Homesake
135965866;YAK
123506471;Guess
257834739;Michael Kors
259732389;SHOWOFF
156137971;SEJ
179443160;PARFAIT
190644570;Kenneth Cole
298593915;Raymond
239923357;Vishudh
276316624;Guess
188661283;Kenneth Cole
174838778;Raymond
276153372;PARFAIT
286317580;Bvlgari
247954312;Parx
108184864;HIGHLANDER
175923301;SHOWOFF
187684301;Raymond
246107933;Guess
142135978;EthnoVogue
252665487;YAK
194398817;GAS
191216824;SHOWOFF
117131115;Parx
248907774;HIGHLANDER
132567917;YAK
286400793;PARFAIT
118026799;Parx
202609495;PARFAIT
280840341;Vishudh
219333376;DKNY
263562535;HIGHLANDER
209074386;SHOWOFF
220817726;GAS
282252370;SHOWOFF
184183385;Bvlgari
129715579;Bvlgari
143474771;Parx
261229751;GAS
158924735;Guess
223826258;DKNY
202368127;Police
130251374;Parx
298698183;Vishudh
286697035;Bvlgari
224866808;Raymond
224208452;Raymond
264629654;Michael Kors
212941756;DKNY
120763840;HIGHLANDER
216465963;SPYKAR
160931914;SEJ
170024905;SPYKAR
186195833;HIGHLANDER
240004821;Police
105499994;SHOWOFF
147305346;Michael Kors
157198527;SHOWOFF
255642751;SHOWOFF
203086807;Roadster
171565089;Guess
100943465;DKNY
134669360;YAK
282323373;Bvlgari
154307147;Bvlgari
209959367;DKNY
215062776;Homesake
242547425;Vishudh
221955916;HIGHLANDER
215705571;Kenneth Cole
201748787;SHOWOFF
252376274;SEJ
293033053;Bvlgari
228795074;Guess
149091225;Guess
167960151;SPYKAR
