codigo;marca
163030014;DKNY
189572918;SEJ
137639439;EthnoVogue
216081985;Guess
158221318;SEJ
120601442;SHOWOFF
143277990;Homesake
281789568;Raymond
227345221;Police
134695706;Roadster
207505372;Vishudh
152015788;Police
290128959;PARFAIT
235994410;Vishudh
252321128;PARFAIT
215897769;PARFAIT
299527148;SEJ
110567709;GAS
128565391;DKNY
190539069;Raymond
149214707;Homesake
144481667;Guess
210940779;Kenneth Cole
131702351;SPYKAR
112811757;Guess
199962667;Police
108681254;GAS
283263529;SPYKAR
264546184;Sweet Dreams
213668992;Michael Kors
163261055;Kenneth Cole
220960698;PARFAIT
197060433;Homesake
228445699;Parx
132312004;Police
126488527;SHOWOFF
114550104;Raymond
276384297;PARFAIT
132436879;SEJ
208357750;SPYKAR
101781573;Bvlgari
217942223;Homesake
149297973;Kenneth Cole
100269633;YAK
119130708;Raymond
185988541;PARFAIT
168529569;Bvlgari
179516302;SPYKAR
263792613;SEJ
286611100;SHOWOFF
276728539;SHOWOFF
253729319;GAS
152538884;Vishudh
190275390;SPYKAR
135980460;Bvlgari
131206367;PARFAIT
235785190;PARFAIT
195675548;Vishudh
269418402;Raymond
240871268;Homesake
216208287;Parx
146855446;Homesake
113615852;HIGHLANDER
181768300;HIGHLANDER
236632507;HIGHLANDER
276066678;EthnoVogue
292001062;Kenneth Cole
140695858;Police
210228335;SPYKAR
262753765;Homesake
286879318;PARFAIT
136104813;SEJ
240330672;Michael Kors
165453923;EthnoVogue
289280443;Parx
194989533;SEJ
164482992;SPYKAR
280389196;Bvlgari
205435083;EthnoVogue
204964686;PARFAIT
184965283;Vishudh
151909294;Bvlgari
182874961;Parx
122116400;Vishudh
199639139;DKNY
212420270;Homesake
209505342;Raymond
176909273;Vishudh
276581657;DKNY
299042373;Vishudh
293688968;SEJ
163039949;Michael Kors
275499757;Vishudh
127345641;EthnoVogue
217408059;DKNY
101545536;SPYKAR
267580154;DKNY
262000762;Kenneth Cole
101477735;Sweet Dreams
171185087;Guess
108258167;Guess
202634317;SPYKAR
254167003;Vishudh
270257239;PARFAIT
194762404;Bvlgari
173129412;Homesake
143159821;EthnoVogue
146263332;SEJ
146288993;Roadster
