codigo;marca
232973642;Roadster
258140239;Police
201592418;HIGHLANDER
205065371;Michael Kors
247583625;YAK
185528950;EthnoVogue
272147377;Kenneth Cole
175895766;Sweet Dreams
251724931;SPYKAR
112446125;Guess
236158798;Parx
256959198;PARFAIT
159537803;HIGHLANDER
292280798;HIGHLANDER
235152396;GAS
197271268;Parx
125857217;Bvlgari
100792524;DKNY
120211239;EthnoVogue
201549454;Bvlgari
167095630;Raymond
208838485;Guess
125990277;Roadster
282936895;EthnoVogue
169646244;YAK
147952048;Homesake
160917237;Guess
267237971;GAS
280253631;Guess
153072046;SPYKAR
175154010;SHOWOFF
106826935;Police
181412262;Michael Kors
272891296;Guess
230712208;SHOWOFF
229658002;Homesake
170921895;DKNY
118884117;Kenneth Cole
163694199;HIGHLANDER
264942989;PARFAIT
220160516;Police
174186883;SEJ
202822003;Kenneth Cole
172868126;Vishudh
110350024;Vishudh
261079472;EthnoVogue
181322954;SPYKAR
146604396;Guess
203172099;Homesake
194647094;Police
160732644;Homesake
246006931;Homesake
221290757;YAK
243200447;Raymond
148296073;Michael Kors
240449235;YAK
169214978;Homesake
250618392;HIGHLANDER
120120442;Michael Kors
191776220;Roadster
118424378;Roadster
167619143;Kenneth Cole
287576873;Bvlgari
152832017;Parx
253961411;DKNY
115976428;Bvlgari
241058189;Vishudh
275443857;DKNY
173637427;SPYKAR
257183334;Parx
237963327;Vishudh
260271049;GAS
113337976;Raymond
163664124;YAK
154000597;GAS
187669677;PARFAIT
209414428;Guess
126138912;Bvlgari
298184476;YAK
265397755;Homesake
283446147;SEJ
237365166;EthnoVogue
150309469;Guess
288251261;GAS
184842538;SHOWOFF
190417198;Bvlgari
116350819;Raymond
216670545;SEJ
223798801;Police
227765527;SEJ
269695563;SPYKAR
125365214;Guess
102442169;PARFAIT
210140793;Michael Kors
250816782;DKNY
250959916;Parx
122526178;Police
126707668;EthnoVogue
150586782;GAS
243030308;Sweet Dreams
279118481;EthnoVogue
160763402;SPYKAR
277372959;DKNY
267542243;DKNY
114032286;PARFAIT
265744679;SEJ
136361340;GAS
173178209;Michael Kors
